"","district","state","year.x","ins.units","farmers","loanee","nonloanee","area.ins","farmers.premium","state.premium","goi.premium","gross.premium","sum.insured","male.pt","female.pt","othergen.pt","sc.pt","st.pt","obc.pt","gen.pt","marginal.pt","small.pt","othertype.pt","jan.rf","jan.ptdef","feb.rf","feb.ptdef","mar.rf","mar.ptdef","apr.rf","apr.ptdef","may.rf","may.ptdef","jun.rf","jun.ptdef","jul.rf","jul.ptdef","aug.rf","aug.ptdef","sep.rf","sep.ptdef","oct.rf","oct.ptdef","nov.rf","nov.ptdef","dec.rf","dec.ptdef","area","prod","yield","Dist Code","year.y","State Code","icr2017_area","icr2017_prod","icr2017_yield","f.it"
"274","Dhar","Madhya Pradesh",2018,657,133706,150858,1788,268.14,1865.53,3545.09,3545.09,8955.71,88263.44,0.8678,0.1313,9e-04,0.0274,0.3663,0.3451,0.2612,0.1655,0.6267,0.2078,"0","-1","0","-0.99","0.2","-0.88","0","-1","0","-1","142.6","0.13","177.3","-0.33",221,-0.16,140.1,-0.19,3.2,-0.91,"0","-1","0","-1",464.79,637705.41,15.57,33,2017,6,983.71,1849.9,27573,0.272580333634913
"275","Dharmapuri","Tamil Nadu",2019,363,5628,4965,3794,3.11,144.45,352.23,352.23,848.91,3179.18,0.8724,0.1276,0,0.018,0.0215,0.5158,0.4447,0.1081,0.8383,0.0536,"9.2","0.7","0","-1","4","-0.77","24.7","-0.44","93","-0.11","60.9","0.06","51.1","-0.26",100.3,-0.01,218.9,0.33,176.1,0.02,"64.4","-0.41","35.8","-0.19",115.294,251591,61.09,506,2017,11,166.01,429.54,38003,0.0187338112161918
"276","Dharmapuri","Tamil Nadu",2020,222,2644,226,4517,1.32,21,105.41,96.54,222.95,739.45,0.8309,0.1682,9e-04,0.0173,4e-04,0.67,0.3123,0.035,0.9526,0.0124,"0.4","-0.93","0","-1","1.6","-0.91","78","0.78","51.8","-0.5","37.9","-0.34","178.7","1.58",110.9,0.1,167.8,0.02,137,-0.21,"86.5","-0.21","67.9","0.53",110.43,211217,40.2,506,2017,11,166.01,429.54,38003,0.00795132823323896
"277","Dharmapuri","Tamil Nadu",2018,398,6190,3928,3724,3.67,161.36,214.9,214.9,591.16,3630.02,0.8553,0.1441,6e-04,0.023,0.0264,0.6351,0.3155,0.0912,0.8672,0.0416,"0","-1","1.4","-0.86","14.2","-0.11","19.8","-0.53","128.4","0.25","37.7","-0.3","37.9","-0.51",6.4,-0.94,88.6,-0.46,86.4,-0.52,"46.3","-0.55","1","-0.98",104.712,181131,33.2,506,2017,11,166.01,429.54,38003,0.0221071019818083
"278","Dharmapuri","Tamil Nadu",2021,23,642,31,1200,0.34,7.84,20.19,20.14,48.17,198.11,0.8375,0.1625,0,0.013,0.0016,0.7563,0.2291,0.0138,0.9569,0.0293,"56.3","9.42","3.5","-0.53","0","-1","65.7","0.5","55.7","-0.47","65.2","0.14","129.6","0.87",83.5,-0.18,91.4,-0.44,154,-0.11,"287.4","1.61","35.4","-0.2",116.943,246889,38.54,506,2017,11,166.01,429.54,38003,0.00204806939341004
"279","Dharwad","Karnataka",2018,603,222000,21489,200511,0.25,0.02,0.07,0.07,0.15,0.96,0.8636,0.1364,0,0.0051,0.0102,0.1371,0.8476,0.1122,0.3673,0.5205,"0","-1","0.3","-0.9","39.2","4.68","23.7","-0.49","183.6","1.22","113.5","0","103.6","-0.3",97,-0.05,68.2,-0.43,51.2,-0.58,"23.3","-0.41","10","0.61",311.626,373244,29.57,74,2017,5,527.5,399.4,21311,0.0004739336492891
"280","Dharwad","Karnataka",2020,321,104849,15003,89846,0.11,0.02,0.07,0.06,0.14,0.52,0.8586,0.1414,0,0.0101,0.0101,0.202,0.7778,0.1122,0.4082,0.4796,"0","-1","0","-1","15.6","0.56","43.2","-0.05","89.6","0.2","121.3","-0.07","164.9","0.02",279.5,1.36,182.4,0.59,134.2,0.25,"0.2","-0.99","0","-1",299.482,477802.42,30.92,74,2017,5,527.5,399.4,21311,0.000208530805687204
"281","Dharwad","Karnataka",2019,321,105770,32599,73171,0.11,0.02,0.07,0.07,0.16,0.54,0.8687,0.1313,0,0,0.0102,0.1327,0.8571,0.1313,0.3939,0.4748,"0","-1","0","-1","12.9","0.29","66","0.46","25.7","-0.66","97.4","-0.25","179.5","0.12",360.9,2.04,106.8,-0.07,269,1.5,"27.1","-0.26","4.5","-0.27",303.254,523744,28.73,74,2017,5,527.5,399.4,21311,0.000208530805687204
"282","Dhemaji","Assam",2021,4,27725,98,28882,14.68,1.09,199.44,235.4,435.93,8718.68,0.7686,0.2307,7e-04,0.0288,0.1037,0.1005,0.767,0.0241,0.9689,0.007,"13","-0.5","4.8","-0.92","31.9","-0.6","120.4","-0.12","261.6","-0.2","775.9","0.61","380.7","-0.25",360.7,-0.23,71,-0.8,123,-0.08,"7.3","-0.41","12.7","-0.37",0.549,2059,24.93,1048,2017,17,123.13,125.84,15258,0.119223584829042
"283","Dhemaji","Assam",2020,4,8784,698,8894,6.03,0.43,81.92,96.67,179.02,3580.28,0.7628,0.2369,3e-04,0.0479,0.1646,0.1198,0.6677,0.1031,0.8913,0.0056,"4.7","-0.82","32.6","-0.46","86.6","0.08","166.6","0.21","568.3","0.74","1286.4","1.67","1033.8","1.04",591.1,0.25,741,1.06,407.9,2.06,"80.2","5.47","0","-1",0.546,2161,25.58,1048,2017,17,123.13,125.84,15258,0.048972630553074
"284","Dhemaji","Assam",2018,4,70,70,1,0.08,0.96,0.11,0.11,1.18,47.99,0.8592,0.1408,0,0.0282,0.3239,0.5211,0.1268,0.5211,0.1972,0.2817,"25","-0.1","24","-0.51","70","-0.09","34","-0.79","61","-0.82",".",".",".",".",211,-0.55,228.2,-0.46,28,-0.8,"37","0.61","16","-0.22",0.564,2121,23.71,1048,2017,17,123.13,125.84,15258,0.000649719808332657
"285","Dhemaji","Assam",2019,4,15027,1126,14372,11.78,1.43,243.49,104.97,349.89,6997.75,0.8071,0.1923,6e-04,0.0337,0.2144,0.1516,0.6003,0.3749,0.6177,0.0074,"0","-1",".",".",".",".",".",".","353.7","0.08","542.3","0.13","1171.9","1.31",186.4,-0.6,415.2,0.15,252.5,0.9,"5.8","-0.53","0","-1",0.55,2038,25.29,1048,2017,17,123.13,125.84,15258,0.0956712417769837
"286","Dhubri","Assam",2019,8,6791,2451,4650,4.33,1.25,87.57,38.43,127.25,2485.67,0.8221,0.1776,3e-04,0.0027,0.0031,0.0248,0.9694,0.109,0.8734,0.0176,"0","-1","36.1","0.55","29.6","-0.41","170.2","-0.11","418.7","-0.01","372.5","-0.44","738.2","0.1",193.2,-0.58,360.7,0.04,166,-0.1,"1.3","-0.92","0","-1",14.091,159864,27.82,616,2017,17,159.88,241.93,17218,0.0270828121090818
"287","Dhubri","Assam",2018,3,534,536,0,0.26,3.11,3.25,3.25,9.61,155.36,0.8545,0.1455,0,0.0056,0,0.0243,0.9701,0.6455,0.3526,0.0019,"0","-1","9.7","-0.17","61.1","0.31","217.3","0.47","494.5","0.26","340.3","-0.44","228.5","-0.59",179.7,-0.57,395.1,0.16,29.6,-0.81,"3.9","-0.8","3.8","-0.08",13.172,138277,26.52,616,2017,17,159.88,241.93,17218,0.00162621966474856
"288","Dhubri","Assam",2020,8,21042,355,27569,12.03,0.49,155.54,175.06,331.09,6606.04,0.749,0.2506,4e-04,0.0208,0.0056,0.0502,0.9234,0.0452,0.913,0.0418,"4.5","-0.71","7.1","-0.69","21.2","-0.58","256.4","0.34","593.3","0.4","670.3","0.01","736.7","0.1",387.6,-0.16,679.8,0.97,153.3,-0.17,"0","-1","0","-1",9.881,115013,27.99,616,2017,17,159.88,241.93,17218,0.0752439329497123
"289","Dhubri","Assam",2021,9,12060,869,11818,6.01,0.39,82.48,102.88,185.75,3572.37,0.7743,0.2253,4e-04,0.0086,0.0066,0.0505,0.9343,0.0883,0.9064,0.0053,"0.2","-0.99","0","-1","37.8","-0.25","83.5","-0.57","250","-0.41","238.9","-0.64","357.9","-0.46",478.8,0.04,119.1,-0.66,274.3,0.49,"0","-1","0.9","-0.84",9.802,98596,25.88,616,2017,17,159.88,241.93,17218,0.0375906930197648
"290","Dhule","Maharashtra",2021,43,30654,12319,38649,42.74,718.61,809.86,809.86,2338.33,17196.59,0.7763,0.223,7e-04,0.0104,0.0429,0.5811,0.3656,0.1063,0.8135,0.0802,"36.7","19.37","17.7","15.06","18","5","0","-1","18","1.37","76.2","-0.37","150.4","-0.12",179.5,0.35,322.5,1.95,66.6,0.85,"6.5","-0.63","61.3","11.78",482.31204,496859.25,9.25,100,2017,7,639.55,889.59,29725,0.0668282386052693
"291","Dhule","Maharashtra",2019,43,49713,30132,47635,71.25,1059.17,857.3,857.3,2773.77,24499.51,0.7798,0.2196,6e-04,0.0127,0.1003,0.4807,0.4063,0.1183,0.8158,0.0659,".",".",".",".",".",".",".",".",".",".","107.4","-0.12","218.4","0.28",316.5,1.37,325.5,1.97,120.9,2.37,"17.3","-0.02","4.8","-0.01",474.404,357684,9.85,100,2017,7,639.55,889.59,29725,0.111406457665546
"292","Dhule","Maharashtra",2018,43,25004,28118,2604,35.81,579.87,274.12,274.12,1128.11,12246.75,0.8226,0.1768,6e-04,0.0086,0.0331,0.3984,0.5599,0.1139,0.7816,0.1045,"0","-1","0","-1","0","-1","0","-1","0.5","-0.95","134","0.14","98.7","-0.42",143.8,0.09,34.8,-0.67,0,-0.99,".",".",".",".",501.921,491087,11.27,100,2017,7,639.55,889.59,29725,0.055992494722852
"293","Dhule","Maharashtra",2020,43,31847,16424,33121,40.42,689.56,776.99,776.99,2243.54,16431.3,0.7806,0.2189,5e-04,0.0114,0.0669,0.531,0.3907,0.1106,0.8202,0.0692,"0","-1","0","-1","0","-1","0.4","-0.71","0","-1","182.6","0.5","259","0.52",204.9,0.54,140.6,0.28,38.4,0.07,".",".","34.7","6.22",478.77881,794776.91,14.15,100,2017,7,639.55,889.59,29725,0.0632006879837386
"294","Dibrugarh","Assam",2020,7,6613,565,6588,5.42,0.25,64.16,0,64.41,3220.18,0.8262,0.1734,4e-04,0.0426,0.0552,0.2708,0.6314,0.1511,0.8445,0.0044,"39","0.18","35.9","-0.33","36.7","-0.67","114.4","-0.5","326.1","0.29","563.6","0.44","433.9","-0.16",271.5,-0.3,249.1,-0.21,186.1,0.56,"35","0.6","0","-1",0.247,509,20.26,603,2017,17,93.38,168.47,12574,0.0580424073677447
"295","Dibrugarh","Assam",2019,7,11402,810,10706,7.47,2.39,86.36,0,88.75,4437.53,0.8229,0.1765,6e-04,0.0354,0.0875,0.4245,0.4526,0.7947,0.1969,0.0084,"15","-0.55","56.4","0.05","71.5","-0.36","151.4","-0.34","479.4","0.89","293.3","-0.25","555.3","0.07",169.8,-0.57,302.4,-0.04,118.5,0,"5.9","-0.73","3.8","-0.69",0.67,792,23.1,603,2017,17,93.38,168.47,12574,0.0799957164275005
"296","Dibrugarh","Assam",2021,7,11458,380,12083,4.92,0.15,58.34,0,58.49,2924.89,0.8209,0.1782,9e-04,0.0256,0.0511,0.069,0.8543,0.0242,0.9658,0.01,"14.3","-0.57","2.5","-0.95","42.2","-0.62","69.7","-0.7","290.1","0.14","371.4","-0.05","241.5","-0.53",354.1,-0.09,136.8,-0.56,67.2,-0.44,"8.8","-0.6","20.6","0.64",0.217,465,18.84,603,2017,17,93.38,168.47,12574,0.052687941743414
"297","Dibrugarh","Assam",2018,7,679,597,94,0.49,4.59,0,0,4.59,290.37,0.7612,0.2388,0,0.0709,0.1187,0.4906,0.3198,0.563,0.3806,0.0564,"16.3","-0.47","24.1","-0.55","151","0.26","119.2","-0.48","193.2","-0.34","376.5","-0.06","431.8","-0.17",304.1,-0.25,245.1,-0.25,63.3,-0.54,"37","0.54","26.9","0.46",0.236,457,20.29,603,2017,17,93.38,168.47,12574,0.00524737631184408
"298","Dindori","Madhya Pradesh",2020,306,6254,6833,365,7.21,43.5,96.78,96.78,237.06,2174.87,0.8336,0.1634,0.003,0.0504,0.471,0.4521,0.0265,0.1146,0.777,0.1084,"36.8","1.27","32.5","1.04","179.3","21.14","26.7","3.77","44.6","5.76","241.9","0.35","322.9","-0.16",577.4,0.39,141.7,-0.3,46.3,0.55,"4.1","-0.66","2.3","-0.87",179.751,316183.33,8.73,1057,2017,6,273.61,408.32,15384,0.0263513760461971
"299","Dindori","Madhya Pradesh",2019,348,10135,10277,1725,14.57,53.14,46.03,46.03,145.2,2657.21,0.8281,0.171,9e-04,0.0545,0.4832,0.4332,0.0291,0.123,0.7481,0.1289,"7","-0.57","10.2","-0.36","19.6","1.42","5.2","-0.07","0","-1","119.6","-0.33","453.8","0.17",416.2,0.01,463.8,1.29,85,1.84,"0","-1","29.7","0.71",180.08,287117,11.08,1057,2017,6,273.61,408.32,15384,0.0532509776689448
"300","Dindori","Madhya Pradesh",2018,342,9172,9793,428,14.73,71.2,193.4,193.4,458,3560.1,0.8332,0.166,8e-04,0.0569,0.5257,0.3877,0.0297,0.1323,0.7584,0.1093,"0","-1","11","-0.43","0","-1","8.2","0.64","0","-1","120","-0.39","334.8","-0.19",407,0.01,166.6,-0.13,2,-0.95,"0","-1","10.2","-0.39",160.588,238563.33,10.45,1057,2017,6,273.61,408.32,15384,0.0538357516172654
