"","district","state","year","ins.units","farmers","loanee","nonloanee","area.ins","farmers.premium","state.premium","goi.premium","gross.premium","sum.insured","male.pt","female.pt","othergen.pt","sc.pt","st.pt","obc.pt","gen.pt","marginal.pt","small.pt","othertype.pt","jan.rf","jan.ptdef","feb.rf","feb.ptdef","mar.rf","mar.ptdef","apr.rf","apr.ptdef","may.rf","may.ptdef","jun.rf","jun.ptdef","jul.rf","jul.ptdef","aug.rf","aug.ptdef","sep.rf","sep.ptdef","oct.rf","oct.ptdef","nov.rf","nov.ptdef","dec.rf","dec.ptdef","area","prod","yield","area_max97","icr2017_area","icr2017_prod","icr2017_yield","jan.normal","feb.normal","mar.normal","apr.normal","may.normal","jun.normal","jul.normal","aug.normal","sep.normal","oct.normal","nov.normal","dec.normal","annual.normal","f.it","jan.rfdev","feb.rfdev","mar.rfdev","apr.rfdev","may.rfdev","jun.rfdev","jul.rfdev","aug.rfdev","sep.rfdev","oct.rfdev","nov.rfdev","dec.rfdev","cdsp.jan.mintemp","cdsp.jan.maxtemp","cdsp.feb.mintemp","cdsp.feb.maxtemp","cdsp.mar.mintemp","cdsp.mar.maxtemp","cdsp.apr.mintemp","cdsp.apr.maxtemp","cdsp.may.mintemp","cdsp.may.maxtemp","cdsp.jun.mintemp","cdsp.jun.maxtemp","cdsp.jul.mintemp","cdsp.jul.maxtemp","cdsp.aug.mintemp","cdsp.aug.maxtemp","cdsp.sep.mintemp","cdsp.sep.maxtemp","cdsp.oct.mintemp","cdsp.oct.maxtemp","cdsp.nov.mintemp","cdsp.nov.maxtemp","cdsp.dec.mintemp","cdsp.dec.maxtemp"
"401","Latur","Maharashtra",2019,70,407452,32025,1076039,619.65,4860.57,22149.61,22149.61,49159.79,238545.65,0.8654,0.1346,0,0.0378,0.0036,0.7479,0.2107,0.3196,0.3217,0.3587,0,-1,0,-1,7e-04,-0.91,0.0089,-0.08,6e-04,-0.97,0.1015,-0.25,0.1069,-0.43,0.1659,-0.18,0.1767,-0.02,0.2254,1.63,0.0161,-0.17,0,-1,629.041,662166,8.01,687.10956,1056.02,1209.32,16994,0.004,0.007,0.01,0.017,0.023,0.146,0.206,0.176,0.212,0.059,0.026,0.005,0.891,0.586778659495085,-1,-1,-0.93,-0.476470588235294,-0.973913043478261,-0.304794520547945,-0.481067961165048,-0.0573863636363636,-0.166509433962264,2.82033898305085,-0.380769230769231,-1,13.22,29.8,16.015,32,19.065,35.39,17.175,29.285,21.335,34.8,21.52,31.02,15.685,19.93,17.89,22.97,19.825,25.775,17.165,24.11,17.56,27.89,16.555,26.685
"402","Latur","Maharashtra",2020,70,352867,33041,803526,473.54,4001.68,25487.76,24528.8,54018.24,197567.58,0.821,0.1788,2e-04,0.0359,0.0071,0.2956,0.6614,0.3062,0.5194,0.1744,0.006,0.13,0,-1,0.0038,-0.5,0.004,-0.59,0.0085,-0.57,0.2426,0.79,0.2045,0.09,0.1324,-0.35,0.3292,0.82,0.1107,0.29,NA,NA,NA,NA,656.05747,1030883.05,12.83,687.10956,1056.02,1209.32,16994,0.004,0.007,0.01,0.017,0.023,0.146,0.206,0.176,0.212,0.059,0.026,0.005,0.891,0.448419537508759,0.5,-1,-0.62,-0.764705882352941,-0.630434782608696,0.661643835616438,-0.00728155339805826,-0.247727272727273,0.552830188679245,0.876271186440678,NA,NA,7.3,14.8333333333333,17.65,31.6833333333333,9.9,17.3166666666667,3.81666666666667,6.45,4.01666666666667,6.06666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","Latur","Maharashtra",2018,63,1061490,29506,1327094,701.91,5165.88,29206.83,29206.83,63579.54,256011.93,0.8828,0.1172,0,0.04,0.0023,0.8544,0.1033,0.4175,0.2253,0.3572,0,-1,0.0165,3.57,2e-04,-0.98,0.0269,1.34,0.0024,-0.89,0.2526,0.74,0.0928,-0.57,0.1605,-0.27,0.025,-0.85,0.0187,-0.77,0.0194,-0.13,0,-1,682.054,580927,6.58,687.10956,1056.02,1209.32,16994,0.004,0.007,0.01,0.017,0.023,0.146,0.206,0.176,0.212,0.059,0.026,0.005,0.891,0.66467491146001,-1,1.35714285714286,-0.98,0.582352941176471,-0.895652173913044,0.73013698630137,-0.549514563106796,-0.0880681818181817,-0.882075471698113,-0.683050847457627,-0.253846153846154,-1,14.66,30.13,16.56,32.225,18.255,31.71,17.985,29.575,14.685,21.555,14.03,18.405,13.5,16.18,13.385,16.17,12.875,17.985,16.285,26.49,14.68,25.795,8.835,16.48
"404","Lohardaga","Jharkhand",2019,73,13978,2936,13037,12.39,0.16,356.94,212.32,569.42,7239.04,0.7612,0.2384,4e-04,0.0491,0.5199,0.3288,0.1022,0.0135,0.9827,0.0038,0,-1,0.0208,-0.04,0.0248,0.16,0.0478,1.38,0.0081,-0.81,0.1489,-0.23,0.287,-0.05,0.2767,0.04,0.1587,-0.25,0.0801,0.39,0,-1,0.0286,1.67,59.425,148697,11.06,68.271,82,146.89,11505,0.026,0.034,0.025,0.016,0.033,0.177,0.386,0.377,0.238,0.082,0.013,0.004,1.411,0.15109756097561,-1,-0.388235294117647,-0.00800000000000009,1.9875,-0.754545454545455,-0.158757062146893,-0.256476683937824,-0.26604774535809,-0.333193277310924,-0.0231707317073172,-1,6.15,4.45,11.9,6.4,13.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,29.25,15.45,28.75,11.3,23.2
"405","Lohardaga","Jharkhand",2018,73,21265,3498,29671,20.85,0,835.79,599.3,1435.09,11824.16,0.7549,0.2448,3e-04,0.049,0.6082,0.2664,0.0764,0.015,0.9836,0.0014,0,-1,0,-1,0,-1,0.0164,-0.1,0.01,-0.74,0.1414,-0.24,0.395,0.32,0.2381,-0.18,0.1696,-0.26,0.0053,-0.91,0,-1,0.0034,-0.6,64.981,128970,11.22,68.271,82,146.89,11505,0.026,0.034,0.025,0.016,0.033,0.177,0.386,0.377,0.238,0.082,0.013,0.004,1.411,0.254268292682927,-1,-1,-1,0.0249999999999998,-0.696969696969697,-0.201129943502825,0.0233160621761658,-0.368435013262599,-0.287394957983193,-0.935365853658537,-1,-0.15,7.7,24.6,13.5,28.6,17.6,32.9,21,35.8,23.1,37,23.9,34.1,23.2,30,22.9,29.6,21.5,30.3,17.5,30.3,13.9,28.3,9.1,22.6
"406","Lucknow","Uttar Pradesh",2019,440,21852,23815,365,13.11,168.24,337.25,337.25,842.74,8412.06,0.9033,0.0963,4e-04,0.2505,0.0108,0.3451,0.3936,0.5572,0.4133,0.0295,0.0217,0.59,0.0213,0.84,0.0018,-0.7,0.0025,-0.47,0,-1,0.0152,-0.83,0.377,0.69,0.1855,-0.14,0.279,0.6,0.0043,-0.87,0,-1,0.0134,1,59.764,146427,105.31,254.123,161.42,432.21,26341,0.024,0.017,0.009,0.006,0.012,0.094,0.299,0.302,0.182,0.04,0.001,0.006,0.992,0.0812167017717755,-0.0958333333333333,0.252941176470588,-0.8,-0.583333333333333,-1,-0.838297872340426,0.260869565217391,-0.385761589403973,0.532967032967033,-0.8925,-1,1.23333333333333,7.53888888888889,19.8222222222222,10.4444444444444,21.45,15.0944444444444,30.6333333333333,22.1555555555556,38.0277777777778,25.5777777777778,41.5611111111111,27.6666666666667,39.9333333333333,26.3388888888889,34.15,24.6944444444444,31.5277777777778,20.8722222222222,26.5777777777778,19.5722222222222,29.7277777777778,11.2388888888889,20.9944444444444,4.85555555555556,10.9555555555556
"407","Lucknow","Uttar Pradesh",2020,416,16326,17567,28,9.13,117.5,205.73,205.73,528.96,5875.23,0.9069,0.0929,2e-04,0.2436,0.013,0.3835,0.3599,0.5816,0.3943,0.0241,0.0593,3.36,0.0042,-0.64,0.0424,6.07,0.022,3.58,0.0655,3.12,0.0785,-0.13,0.1798,-0.2,0.1895,-0.12,0.0457,-0.74,0,-1,0.0215,4.11,0,-1,62.834,134630,27.03,254.123,161.42,432.21,26341,0.024,0.017,0.009,0.006,0.012,0.094,0.299,0.302,0.182,0.04,0.001,0.006,0.992,0.0565605253376286,1.47083333333333,-0.752941176470588,3.71111111111111,2.66666666666667,4.45833333333333,-0.164893617021277,-0.398662207357859,-0.372516556291391,-0.748901098901099,-1,20.5,-1,9.4,20.2,11.2,25.1,16.8,29.3,21.5,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Lucknow","Uttar Pradesh",2018,433,25731,25174,3016,16.34,144.24,108.52,108.52,361.28,7212.23,0.9054,0.0942,4e-04,0.2525,0.0097,0.3458,0.392,0.4098,0.511,0.0792,0.0017,-0.91,6e-04,-0.95,0,-0.99,0.009,1.2,0.0049,-0.6,0.0662,-0.23,0.3389,0.33,0.4055,0.55,0.1571,-0.07,2e-04,-0.99,0,-1,0,-1,64.479,170322,104.39,254.123,161.42,432.21,26341,0.024,0.017,0.009,0.006,0.012,0.094,0.299,0.302,0.182,0.04,0.001,0.006,0.992,0.101226613802503,-0.929166666666667,-0.964705882352941,-1,0.5,-0.591666666666667,-0.295744680851064,0.133444816053512,0.34271523178808,-0.136813186813187,-0.995,-1,-1,6.72777777777778,19.7944444444444,11.7777777777778,27.1333333333333,16.3722222222222,34.1722222222222,21.2777777777778,37.5666666666667,25.2333333333333,39.5833333333333,27.6777777777778,39.4833333333333,24.6666666666667,34.0166666666667,25.4777777777778,32.3555555555556,24.0444444444444,32.8055555555556,18.7833333333333,33.2444444444444,13.6833333333333,28.7333333333333,8.25555555555556,23.5277777777778
"409","Madurai","Tamil Nadu",2020,174,1819,798,4757,1.88,22.8,100.33,90.22,213.35,1030.61,0.7057,0.2929,0.0014,0.0218,0,0.598,0.3802,0.0895,0.8923,0.0182,0.0029,-0.75,0,-0.99,3e-04,-0.99,0.014,-0.74,0.0458,-0.32,0.0653,0.34,0.084,0.33,0.0935,0.09,0.1623,0.27,0.1612,-0.2,0.2198,0.44,0.0762,0.17,34.082,85737,39.86,342.368,83.77,247.06,40989,0.026,0.016,0.021,0.081,0.059,0.031,0.048,0.117,0.123,0.179,0.161,0.043,0.905,0.0224424018144921,-0.888461538461538,-1,-0.985714285714286,-0.827160493827161,-0.223728813559322,1.10645161290323,0.75,-0.200854700854701,0.319512195121951,-0.099441340782123,0.365217391304348,0.772093023255814,20.1625,30.1,20.5125,31.3625,5.8375,9.125,3.15,4.75,3.3125,4.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Madurai","Tamil Nadu",2019,208,1980,1743,2517,2.26,52.97,99.11,99.11,251.19,1559.73,0.7296,0.2676,0.0028,0.0239,0,0.634,0.3421,0.0782,0.8641,0.0577,0.0049,-0.58,5e-04,-0.96,5e-04,-0.98,0.0173,-0.67,0.0371,-0.45,0.0228,-0.53,0.0274,-0.57,0.0699,-0.19,0.183,0.43,0.1687,-0.16,0.0988,-0.35,0.0411,-0.37,27.635,68907,38.45,342.368,83.77,247.06,40989,0.026,0.016,0.021,0.081,0.059,0.031,0.048,0.117,0.123,0.179,0.161,0.043,0.905,0.0269786319684851,-0.811538461538461,-0.96875,-0.976190476190476,-0.78641975308642,-0.371186440677966,-0.264516129032258,-0.429166666666667,-0.402564102564103,0.48780487804878,-0.0575418994413408,-0.386335403726708,-0.0441860465116277,19.09,29.385,21.71,31.755,23.215,33.975,25.165,35.26,23.375,32.16,25.585,35.08,23.205,31.395,23.99,32.18,23.595,31.69,23.14,30.465,22.45,30.07,17.94,23.79
"411","Madurai","Tamil Nadu",2018,179,905,844,109,0.86,25.24,15.49,15.49,56.22,715.77,0.7922,0.2067,0.0011,0.0567,0.001,0.6254,0.3169,0.1794,0.6275,0.1931,0.0013,-0.9,0.0052,-0.64,0.0069,-0.67,0.0415,-0.28,0.1271,0.91,0.0114,-0.77,0.0557,-0.16,0.049,-0.44,0.1577,0.18,0.1603,-0.22,0.111,-0.27,0.0071,-0.88,29.57,61924,36.42,342.368,83.77,247.06,40989,0.026,0.016,0.021,0.081,0.059,0.031,0.048,0.117,0.123,0.179,0.161,0.043,0.905,0.0102662050853528,-0.95,-0.675,-0.671428571428571,-0.487654320987654,1.15423728813559,-0.632258064516129,0.160416666666667,-0.581196581196581,0.282113821138211,-0.104469273743017,-0.31055900621118,-0.834883720930232,16.8666666666667,25.5222222222222,17.6222222222222,27.1444444444444,19.5222222222222,28.6111111111111,21.6111111111111,29.9222222222222,21.7111111111111,29.6777777777778,21.4444444444444,29.2777777777778,23.8222222222222,32.6111111111111,23.3888888888889,32.3777777777778,23.1111111111111,32.2222222222222,22.2888888888889,30.3111111111111,21.5333333333333,28.9888888888889,20.8333333333333,29.0222222222222
"412","Mahasamund","Chhattisgarh",2019,1128,86250,372702,59649,167,1172.19,2751.16,2751.16,6674.51,58609.27,0.8923,0.1066,0.0011,0.0676,0.2347,0.6611,0.0366,0.1936,0.4508,0.3556,0.0165,2.58,0.0078,0.29,0.0117,1.05,0,-1,0,-1,0.15,-0.22,0.3386,0.02,0.361,0.08,0.3221,0.72,0.0753,0.94,0,-1,0,-1,302.171,476068,11.51,306.821,299.42,417.83,9384,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.557744973615657,-17.5,-8.8,-12.7,-1,-1,-151,-339.6,-362,-323.1,-76.3,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.45,15.2,23.5,30.3,22.3,30.6,NA,NA,NA,NA
"413","Mahbubnagar","Telangana",2019,206,18923,16672,6571,21.86,320.6,780.67,780.67,1881.94,16029.85,0.7443,0.2552,5e-04,0.0824,0.109,0.5777,0.2309,0.1531,0.7296,0.1173,0.0115,2.39,0,-1,0,-1,0.0051,-0.72,0.0126,-0.66,0.0714,-0.25,0.1426,-0.07,0.117,-0.27,0.2023,0.27,0.1415,0.51,0.0036,-0.83,0.0054,0.02,127.837,304110,136.61,824.056,363.76,400.88,28338.03,0.006,0.01,0.007,0.017,0.029,0.112,0.176,0.146,0.185,0.074,0.026,0.004,0.792,0.060094567846932,0.916666666666667,-1,-1,-0.7,-0.56551724137931,-0.3625,-0.189772727272727,-0.198630136986301,0.0935135135135136,0.912162162162162,-0.861538461538462,0.35,14.5,29.2333333333333,19.0333333333333,32.9,22.9666666666667,37.1,17.7,27.6333333333333,29.1333333333333,43.1666666666667,27.5333333333333,38.8,24.7666666666667,32.5666666666667,24.3,31,15.8666666666667,20.6333333333333,15.6666666666667,21.3,20,31.0333333333333,18.4,29.0333333333333
"414","Mahbubnagar","Telangana",2018,198,27990,26402,3733,30.22,474.31,496.99,496.99,1468.29,23715.53,0.7433,0.2562,5e-04,0.064,0.0721,0.6198,0.2441,0.1096,0.7404,0.15,0,-1,0,-1,0.0036,-0.42,0.0247,0.54,0.0335,-0.14,0.1118,0.13,0.0987,-0.42,0.1255,-0.26,0.055,-0.65,0.0408,-0.52,0.002,-0.9,0,-1,113.983,155120,108.7,824.056,363.76,400.88,28338.03,0.006,0.01,0.007,0.017,0.029,0.112,0.176,0.146,0.185,0.074,0.026,0.004,0.792,0.0830767539036728,-1,-1,-0.485714285714286,0.452941176470588,0.155172413793103,-0.00178571428571434,-0.439204545454545,-0.14041095890411,-0.702702702702703,-0.448648648648649,-0.923076923076923,-1,14.6,30.9666666666667,17.7666666666667,33.1666666666667,21.9666666666667,37.2,25.6,39.4333333333333,28.1,41.3333333333333,25.5,35.6333333333333,24,30.7666666666667,23.2666666666667,30.0666666666667,23.3333333333333,32.4,21.2,33.6333333333333,18.5666666666667,32.6,16.8,28.5333333333333
"415","Mahendragarh","Haryana",2020,376,28660,38204,892,29.51,559.88,708.86,708.86,1977.6,15853.41,0.9319,0.0676,5e-04,0.0023,3e-04,0.5155,0.4819,0.2314,0.7124,0.0562,0.0012,-0.89,0.0024,-0.8,0.0731,8.37,0.0035,-0.35,0.0247,0.08,0.0273,-0.46,0.091,-0.4,0.101,-0.3,0.0368,-0.39,0,-1,0,-1,0,-1,135.44,297038.32,3.54,148.575,342.1,691.92,27340,0.014,0.011,0.01,0.004,0.01,0.04,0.139,0.124,0.083,0.01,0.004,0.005,0.454,0.08626132709734,-0.914285714285714,-0.781818181818182,6.31,-0.125,1.47,-0.3175,-0.345323741007194,-0.185483870967742,-0.556626506024096,-1,-1,-1,7.43333333333333,19.2333333333333,10.2,23.6666666666667,9.33333333333333,18.3,18.3333333333333,32.2,22.0333333333333,35.5,7.8,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Mahendragarh","Haryana",2019,375,35790,51584,293,38.78,404.71,666.58,326.86,1398.15,20235.37,0.9403,0.0594,3e-04,0.0018,3e-04,0.5509,0.447,0.177,0.7774,0.0456,0.0062,-0.43,0.0013,-0.89,0.0048,-0.38,0.0141,1.61,0.003,-0.87,0.0261,-0.49,0.1028,-0.32,0.0635,-0.56,0.0153,-0.75,0.012,0.15,0.0021,-0.4,0.011,0.75,143.295,365217,13.29,148.575,342.1,691.92,27340,0.014,0.011,0.01,0.004,0.01,0.04,0.139,0.124,0.083,0.01,0.004,0.005,0.454,0.113358667056416,-0.557142857142857,-0.881818181818182,-0.52,2.525,-0.7,-0.3475,-0.260431654676259,-0.487903225806452,-0.81566265060241,0.2,-0.475,1.2,7.225,21.05,10.2,21.775,13.3,26.075,15.175,25.725,16.6,26.575,19.05,28.475,6.15,7.55,12.65,17.05,18.175,25.4,13.95,23.6,11.1,20.8,6.075,14.625
"417","Mahendragarh","Haryana",2018,370,29860,37770,277,29.22,280.5,417.34,210,907.84,14024.91,0.942,0.0576,4e-04,0.0023,7e-04,0.581,0.416,0.1256,0.7968,0.0776,2e-04,-0.99,6e-04,-0.95,0,-1,0.0149,1.81,0.0112,-0.41,0.0665,0.53,0.1914,0.24,0.0405,-0.72,0.1132,1.13,0,-1,0.002,-0.43,0.0015,-0.78,147.212,320202,12.93,148.575,342.1,691.92,27340,0.014,0.011,0.01,0.004,0.01,0.04,0.139,0.124,0.083,0.01,0.004,0.005,0.454,0.0854136217480269,-0.985714285714286,-0.945454545454545,-1,2.725,0.12,0.6625,0.376978417266187,-0.673387096774194,0.363855421686747,-1,-0.5,-0.7,7.475,20.75,10.65,24.425,15.075,29.875,19.825,34.575,23.275,37.45,26.325,36.575,26.15,33.975,26.175,33.625,23.825,32.125,17.675,31.675,13.05,27.35,7.4,22.675
"418","Mahrajganj","Uttar Pradesh",2019,916,26790,31902,638,22.99,226.23,45.24,45.24,316.71,11311.46,0.9274,0.0724,2e-04,0.0135,0.0018,0.2187,0.766,0.1543,0.7909,0.0548,0.0115,-0.21,0.036,1.67,5e-04,-0.94,0.009,-0.42,0.0065,-0.83,0.0779,-0.49,0.3339,-0.2,0.0713,-0.79,0.2158,0.02,0,-1,0,-1,0.012,1.61,183.247,1688362,87.47,193.973,349.35,1062.76,23914,0.022,0.016,0.016,0.021,0.054,0.193,0.359,0.305,0.229,0.07,0.004,0.004,1.292,0.0658079290110205,-0.477272727272727,1.25,-0.96875,-0.571428571428572,-0.87962962962963,-0.596373056994819,-0.06991643454039,-0.766229508196721,-0.0576419213973799,-1,-1,2,7.53888888888889,19.8222222222222,10.4444444444444,21.45,15.0944444444444,30.6333333333333,22.1555555555556,38.0277777777778,25.5777777777778,41.5611111111111,27.6666666666667,39.9333333333333,26.3388888888889,34.15,24.6944444444444,31.5277777777778,20.8722222222222,26.5777777777778,19.5722222222222,29.7277777777778,11.2388888888889,20.9944444444444,4.85555555555556,10.9555555555556
"419","Mahrajganj","Uttar Pradesh",2020,917,27430,30833,1268,17.47,244.8,183.6,183.6,612,12240.03,0.9197,0.0799,4e-04,0.0169,0.0023,0.1959,0.7849,0.1245,0.8103,0.0652,0.037,1.55,0.025,0.85,0.0298,2.38,0.0196,0.27,0.0382,0.02,0.2755,0.81,0.4653,0.12,0.0698,-0.8,0.292,0.38,0,-1,0,-1,0,-1,177.77,1081459,72.68,193.973,349.35,1062.76,23914,0.022,0.016,0.016,0.021,0.054,0.193,0.359,0.305,0.229,0.07,0.004,0.004,1.292,0.0500071561471304,0.681818181818182,0.5625,0.8625,-0.0666666666666666,-0.292592592592593,0.427461139896373,0.296100278551532,-0.771147540983606,0.275109170305677,-1,-1,-1,9.4,20.2,11.2,25.1,16.8,29.3,21.5,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Mahrajganj","Uttar Pradesh",2018,913,64548,65326,269,47.97,500.87,100.18,100.18,701.23,25043.61,0.923,0.0765,5e-04,0.0127,0.0031,0.1027,0.8815,0.0759,0.8644,0.0597,5e-04,-0.97,0.0065,-0.34,0.0018,-0.86,0.0097,-0.38,0.0631,0.74,0.0183,-0.9,0.2455,-0.42,0.288,-0.23,0.102,-0.56,0,-1,0,-1,0,-1,183.973,1916571,87.76,193.973,349.35,1062.76,23914,0.022,0.016,0.016,0.021,0.054,0.193,0.359,0.305,0.229,0.07,0.004,0.004,1.292,0.137312151137827,-0.977272727272727,-0.59375,-0.8875,-0.538095238095238,0.168518518518519,-0.905181347150259,-0.316155988857939,-0.0557377049180328,-0.554585152838428,-1,-1,-1,6.72777777777778,19.7944444444444,11.7777777777778,27.1333333333333,16.3722222222222,34.1722222222222,21.2777777777778,37.5666666666667,25.2333333333333,39.5833333333333,27.6777777777778,39.4833333333333,24.6666666666667,34.0166666666667,25.4777777777778,32.3555555555556,24.0444444444444,32.8055555555556,18.7833333333333,33.2444444444444,13.6833333333333,28.7333333333333,8.25555555555556,23.5277777777778
"421","Mainpuri","Uttar Pradesh",2020,488,6361,7528,55,4.6,66.24,96.4,96.4,259.04,3311.89,0.9171,0.0827,2e-04,0.0539,0.0016,0.5717,0.3728,0.46,0.4571,0.0829,0.0268,1.76,0.001,-0.91,0.0467,5.49,0.0066,0.47,0.0554,3.36,0.0392,-0.39,0.1443,-0.34,0.1935,-0.19,0.0277,-0.81,0,-1,0.009,1.5,0,-1,128.04,409150,30.9,388.264,307.22,1066.79,34180,0.017,0.009,0.012,0.006,0.011,0.064,0.196,0.247,0.152,0.04,0.002,0.006,0.762,0.0149729835297181,0.576470588235294,-0.888888888888889,2.89166666666667,0.1,4.03636363636364,-0.3875,-0.263775510204082,-0.216599190283401,-0.817763157894737,-1,3.5,-1,9.4,20.2,11.2,25.1,16.8,29.3,21.5,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Mainpuri","Uttar Pradesh",2019,514,10002,11403,1606,10.05,93.64,50.94,50.94,195.52,4682.08,0.8947,0.1048,5e-04,0.0582,0.004,0.5981,0.3397,0.3859,0.5716,0.0425,0.005,-0.48,0.0181,0.56,0.002,-0.72,0.005,0.11,0,-1,0.0241,-0.62,0.1525,-0.3,0.0675,-0.72,0.0957,-0.35,0,-1,0.0047,0.31,0.0276,3.32,126.113,407648,93.96,388.264,307.22,1066.79,34180,0.017,0.009,0.012,0.006,0.011,0.064,0.196,0.247,0.152,0.04,0.002,0.006,0.762,0.0327127140160146,-0.705882352941176,1.01111111111111,-0.833333333333333,-0.166666666666667,-1,-0.6234375,-0.221938775510204,-0.726720647773279,-0.370394736842105,-1,1.35,3.6,7.53888888888889,19.8222222222222,10.4444444444444,21.45,15.0944444444444,30.6333333333333,22.1555555555556,38.0277777777778,25.5777777777778,41.5611111111111,27.6666666666667,39.9333333333333,26.3388888888889,34.15,24.6944444444444,31.5277777777778,20.8722222222222,26.5777777777778,19.5722222222222,29.7277777777778,11.2388888888889,20.9944444444444,4.85555555555556,10.9555555555556
"423","Mainpuri","Uttar Pradesh",2018,554,25479,28896,497,23.21,244.61,61.55,61.55,367.71,12230.74,0.9212,0.0784,4e-04,0.1028,0.0062,0.6007,0.2903,0.324,0.63,0.046,0,-1,0.0016,-0.83,0,-1,0.002,-0.47,0.006,-0.39,0.0026,-0.96,0.2843,0.34,0.2956,0.2,0.1525,0.12,0,-1,0,-1,0,-1,126.417,424669,82.08,388.264,307.22,1066.79,34180,0.017,0.009,0.012,0.006,0.011,0.064,0.196,0.247,0.152,0.04,0.002,0.006,0.762,0.0755484668966864,-1,-0.822222222222222,-1,-0.666666666666667,-0.454545454545454,-0.959375,0.450510204081633,0.196761133603239,0.00328947368421053,-1,-1,-1,6.72777777777778,19.7944444444444,11.7777777777778,27.1333333333333,16.3722222222222,34.1722222222222,21.2777777777778,37.5666666666667,25.2333333333333,39.5833333333333,27.6777777777778,39.4833333333333,24.6666666666667,34.0166666666667,25.4777777777778,32.3555555555556,24.0444444444444,32.8055555555556,18.7833333333333,33.2444444444444,13.6833333333333,28.7333333333333,8.25555555555556,23.5277777777778
"424","Malappuram","Kerala",2018,30,60,72,0,0.02,1.26,0,0,1.26,63.01,0.8472,0.1528,0,0,0,0.4306,0.5694,0.7778,0.2083,0.0139,0,-1,0.0059,0.52,0.0191,0.51,0.1054,0.21,0.4036,0.82,0.8608,0.3,0.8884,0.12,0.9145,1.31,0.0599,-0.72,0.277,-0.05,0.1109,-0.18,0.013,-0.43,0.01295,2.72,0.21,0.558,7.86,23.58,3473.58,0.005,0.007,0.021,0.086,0.221,0.688,0.797,0.399,0.205,0.291,0.157,0.03,2.907,0.00254452926208651,-1,-0.157142857142857,-0.0904761904761904,0.225581395348837,0.826244343891403,0.251162790697675,0.114680050188206,1.29197994987469,-0.70780487804878,-0.0481099656357387,-0.293630573248408,-0.566666666666667,22.075,32.7916666666667,23.0083333333333,34.05,24.85,34.975,25.875,35.2916666666667,25.025,33.825,24.6583333333333,31.3666666666667,24.025,31.05,23.9083333333333,30.95,24.3083333333333,33.1333333333333,24.1583333333333,32.4833333333333,24.025,32.6083333333333,23.45,32.7666666666667
"425","Malda","West Bengal",2018,157,129718,24100,129593,81.53,0,836.39,33.24,869.63,40076.15,0.8,0.1996,4e-04,0.1471,0.0445,0.0751,0.7333,0.1416,0.7776,0.0808,0,-1,0.0076,-0.28,0.0229,0.58,0.112,2.22,0.1536,0.45,0.0853,-0.61,0.2302,-0.31,0.1489,-0.48,0.1334,-0.53,0.0512,-0.5,0,-1,0.0123,0.81,37.285,440724,29.69,51.622,550.07,1059.1,34956,0.013,0.018,0.015,0.028,0.104,0.232,0.303,0.288,0.276,0.118,0.013,0.002,1.41,0.148217499590961,-1,-0.577777777777778,0.526666666666667,3,0.476923076923077,-0.632327586206897,-0.24026402640264,-0.482986111111111,-0.516666666666667,-0.566101694915254,-1,5.15,4.01111111111111,10.9777777777778,6.54444444444444,13.1444444444444,18.6555555555556,29.7611111111111,10.2,15.2,8.21111111111111,11.0222222222222,23.5722222222222,30.8277777777778,8.66666666666667,10.9,8.61111111111111,10.9666666666667,8.47777777777778,11.0444444444444,6.97777777777778,10.7888888888889,5.51111111111111,10.1222222222222,3.82222222222222,8.64444444444444
