"","district","state","year","ins.units","farmers","loanee","nonloanee","area.ins","farmers.premium","state.premium","goi.premium","gross.premium","sum.insured","male.pt","female.pt","othergen.pt","sc.pt","st.pt","obc.pt","gen.pt","marginal.pt","small.pt","othertype.pt","jan.rf","jan.ptdef","feb.rf","feb.ptdef","mar.rf","mar.ptdef","apr.rf","apr.ptdef","may.rf","may.ptdef","jun.rf","jun.ptdef","jul.rf","jul.ptdef","aug.rf","aug.ptdef","sep.rf","sep.ptdef","oct.rf","oct.ptdef","nov.rf","nov.ptdef","dec.rf","dec.ptdef","area","prod","yield","area_max97","icr2017_area","icr2017_prod","icr2017_yield","jan.normal","feb.normal","mar.normal","apr.normal","may.normal","jun.normal","jul.normal","aug.normal","sep.normal","oct.normal","nov.normal","dec.normal","annual.normal","f.it","jan.rfdev","feb.rfdev","mar.rfdev","apr.rfdev","may.rfdev","jun.rfdev","jul.rfdev","aug.rfdev","sep.rfdev","oct.rfdev","nov.rfdev","dec.rfdev","cdsp.jan.mintemp","cdsp.jan.maxtemp","cdsp.feb.mintemp","cdsp.feb.maxtemp","cdsp.mar.mintemp","cdsp.mar.maxtemp","cdsp.apr.mintemp","cdsp.apr.maxtemp","cdsp.may.mintemp","cdsp.may.maxtemp","cdsp.jun.mintemp","cdsp.jun.maxtemp","cdsp.jul.mintemp","cdsp.jul.maxtemp","cdsp.aug.mintemp","cdsp.aug.maxtemp","cdsp.sep.mintemp","cdsp.sep.maxtemp","cdsp.oct.mintemp","cdsp.oct.maxtemp","cdsp.nov.mintemp","cdsp.nov.maxtemp","cdsp.dec.mintemp","cdsp.dec.maxtemp"
"1","Adilabad","Telangana",2018,308,6861,1497,6022,8.91,79.99,212.27,212.27,504.53,3999.74,0.7445,0.2552,3e-04,0.0552,0.0751,0.5256,0.3441,0.0246,0.9443,0.0311,0,-1,0.0141,1.05,0.0039,-0.74,0.0391,1.92,0.0601,1.9,0.2864,0.51,0.3707,0.14,0.5436,0.72,0.1282,-0.24,0,-1,0,-1,0.0132,0.52,199.733,446319,193.75,648.933,227.94,195.72,34698.3,0.006,0.021,0.014,0.019,0.018,0.157,0.289,0.203,0.183,0.065,0.013,0.004,0.992,0.0390892340089497,-1,-0.328571428571429,-0.721428571428572,1.05789473684211,2.33888888888889,0.824203821656051,0.282698961937716,1.67783251231527,-0.299453551912568,-1,-1,2.3,14.6,30.9666666666667,17.7666666666667,33.1666666666667,21.9666666666667,37.2,25.6,39.4333333333333,28.1,41.3333333333333,25.5,35.6333333333333,24,30.7666666666667,23.2666666666667,30.0666666666667,23.3333333333333,32.4,21.2,33.6333333333333,18.5666666666667,32.6,16.8,28.5333333333333
"2","Adilabad","Telangana",2019,422,10589,2957,8936,13.17,143.99,251.78,251.78,647.55,7199.42,0.7223,0.2773,4e-04,0.0857,0.124,0.4356,0.3547,0.0362,0.9464,0.0174,0.0012,-0.84,3e-04,-0.96,0.0023,-0.86,0.005,-0.62,0,-1,0.1203,-0.36,0.3946,0.23,0.2897,-0.09,0.2121,0.26,0.0798,0.02,0.0025,-0.83,6e-04,-0.95,205.607,770377,221.12,648.933,227.94,195.72,34698.3,0.006,0.021,0.014,0.019,0.018,0.157,0.289,0.203,0.183,0.065,0.013,0.004,0.992,0.0577783627270334,-0.8,-0.985714285714286,-0.835714285714286,-0.736842105263158,-1,-0.23375796178344,0.365397923875433,0.427093596059113,0.159016393442623,0.227692307692308,-0.807692307692308,-0.85,14.5,29.2333333333333,19.0333333333333,32.9,22.9666666666667,37.1,17.7,27.6333333333333,29.1333333333333,43.1666666666667,27.5333333333333,38.8,24.7666666666667,32.5666666666667,24.3,31,15.8666666666667,20.6333333333333,15.6666666666667,21.3,20,31.0333333333333,18.4,29.0333333333333
"3","Agra","Uttar Pradesh",2019,608,20911,22967,69,20.95,97.1,69.63,69.63,236.36,4854.92,0.9243,0.0753,4e-04,0.0367,0.0053,0.3772,0.5808,0.3114,0.6037,0.0849,0.0146,0.46,0.0171,0.55,0.0042,-0.23,0.0114,1.59,0.0023,-0.78,0.0162,-0.7,0.2066,0.05,0.1594,-0.3,0.1133,0.02,0.0117,-0.39,0.0169,2.44,0.0126,1.79,127.721,325894.1,93.5,467.908,388.27,999.14,28959,0.016,0.009,0.011,0.005,0.01,0.06,0.21,0.263,0.152,0.024,0.002,0.004,0.766,0.0539572977567157,-0.0875,0.9,-0.618181818181818,1.28,-0.77,-0.73,-0.0161904761904761,-0.393916349809886,-0.254605263157895,-0.5125,7.45,2.15,7.53888888888889,19.8222222222222,10.4444444444444,21.45,15.0944444444444,30.6333333333333,22.1555555555556,38.0277777777778,25.5777777777778,41.5611111111111,27.6666666666667,39.9333333333333,26.3388888888889,34.15,24.6944444444444,31.5277777777778,20.8722222222222,26.5777777777778,19.5722222222222,29.7277777777778,11.2388888888889,20.9944444444444,4.85555555555556,10.9555555555556
"4","Agra","Uttar Pradesh",2020,504,9886,10581,117,7.56,72.06,111.57,111.57,295.2,3602.84,0.9109,0.0886,5e-04,0.0344,0.0068,0.4081,0.5507,0.2472,0.6194,0.1334,0.0201,1.01,1e-04,-0.99,0.0249,3.52,0.0072,0.63,0.0324,2.08,0.0426,-0.21,0.0905,-0.54,0.1755,-0.23,0.0133,-0.88,0,-1,0.0125,1.55,0,-1,125.234,303492.82,29.66,467.908,388.27,999.14,28959,0.016,0.009,0.011,0.005,0.01,0.06,0.21,0.263,0.152,0.024,0.002,0.004,0.766,0.0194709866845237,0.25625,-0.988888888888889,1.26363636363636,0.44,2.24,-0.29,-0.569047619047619,-0.332699619771863,-0.9125,-1,5.25,-1,9.4,20.2,11.2,25.1,16.8,29.3,21.5,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Agra","Uttar Pradesh",2018,653,33644,35550,51,32.82,186,93.64,93.64,373.28,9300.1,0.9113,0.0882,5e-04,0.0688,0.0033,0.2809,0.647,0.2847,0.6739,0.0414,0.001,-0.94,0.0013,-0.87,0,-1,0.0529,12.22,0.0202,1.17,0.0437,-0.19,0.3606,0.59,0.1875,-0.33,0.1377,0.1,0.0018,-0.94,1e-04,-0.98,0.0015,-0.69,123.499,288769,79.84,467.908,388.27,999.14,28959,0.016,0.009,0.011,0.005,0.01,0.06,0.21,0.263,0.152,0.024,0.002,0.004,0.766,0.0845288072732892,-0.9375,-0.855555555555556,-1,9.58,1.02,-0.271666666666667,0.717142857142857,-0.287072243346008,-0.0940789473684211,-0.925,-0.95,-0.625,6.72777777777778,19.7944444444444,11.7777777777778,27.1333333333333,16.3722222222222,34.1722222222222,21.2777777777778,37.5666666666667,25.2333333333333,39.5833333333333,27.6777777777778,39.4833333333333,24.6666666666667,34.0166666666667,25.4777777777778,32.3555555555556,24.0444444444444,32.8055555555556,18.7833333333333,33.2444444444444,13.6833333333333,28.7333333333333,8.25555555555556,23.5277777777778
"6","Ahmadnagar","Maharashtra",2020,108,209614,130130,243006,208.02,1416.42,5249.17,5249.17,11914.76,59748.1,0.8122,0.1875,3e-04,0.0168,0.0154,0.1461,0.8217,0.0577,0.8507,0.0916,0,-1,0,-1,0.0122,3.51,0.0011,-0.7,0.0083,-0.55,0.2645,1.44,0.223,1.29,0.1049,0.1,0.262,0.78,0.1493,1.18,0.008,-0.66,NA,NA,610.86721,1051695.93,18.37,626.02619,2013.45,2663.97,29565,0.003,0,0.005,0.011,0.026,0.131,0.102,0.098,0.175,0.084,0.033,0.008,0.676,0.103315205244729,-1,NA,1.44,-0.9,-0.680769230769231,1.01908396946565,1.18627450980392,0.0704081632653061,0.497142857142857,0.777380952380953,-0.757575757575758,NA,7.3,14.8333333333333,17.65,31.6833333333333,9.9,17.3166666666667,3.81666666666667,6.45,4.01666666666667,6.06666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Ahmadnagar","Maharashtra",2019,108,322908,104782,494752,392.62,2574.37,7246.71,7246.71,17067.79,99809.97,0.7956,0.2041,3e-04,0.0181,0.0071,0.1662,0.8086,0.0509,0.8952,0.0539,0,-1,0,-1,0,-1,0,-1,NA,NA,0.1127,0.04,0.1371,0.41,0.094,-0.01,0.1814,0.23,0.2446,2.58,0.027,0.15,1e-04,-0.98,567.503,382610,8.8,626.02619,2013.45,2663.97,29565,0.003,0,0.005,0.011,0.026,0.131,0.102,0.098,0.175,0.084,0.033,0.008,0.676,0.194998634185105,-1,NA,-1,-1,NA,-0.13969465648855,0.344117647058824,-0.0408163265306123,0.0365714285714287,1.91190476190476,-0.181818181818182,-0.9875,13.22,29.8,16.015,32,19.065,35.39,17.175,29.285,21.335,34.8,21.52,31.02,15.685,19.93,17.89,22.97,19.825,25.775,17.165,24.11,17.56,27.89,16.555,26.685
"8","Ahmadnagar","Maharashtra",2018,108,236888,122000,228622,270.13,1660.89,3466.63,3466.63,8594.15,66025.35,0.807,0.1926,4e-04,0.0136,0.0087,0.1445,0.8332,0.0756,0.8482,0.0762,0,-1,7e-04,-0.5,0,-1,0.0014,-0.74,0.0022,-0.9,0.1534,0.46,0.0587,-0.42,0.0835,-0.09,0.0405,-0.71,0.0056,-0.92,0.0203,-0.1,0,-1,497.408,300149,8.27,626.02619,2013.45,2663.97,29565,0.003,0,0.005,0.011,0.026,0.131,0.102,0.098,0.175,0.084,0.033,0.008,0.676,0.134162755469468,-1,Inf,-1,-0.872727272727273,-0.915384615384615,0.170992366412214,-0.424509803921569,-0.147959183673469,-0.768571428571428,-0.933333333333333,-0.384848484848485,-1,14.66,30.13,16.56,32.225,18.255,31.71,17.985,29.575,14.685,21.555,14.03,18.405,13.5,16.18,13.385,16.17,12.875,17.985,16.285,26.49,14.68,25.795,8.835,16.48
"9","Ahmedabad","Gujarat",2019,1,1,1,1,0,0,0,0,0,0.05,1,0,0,0,0,0,1,0.5,0.5,0,0,-1,0,-1,0,-1,7e-04,-0.14,0,-1,0.0726,-0.31,0.0831,-0.66,0.3535,0.57,0.2166,0.8,0.0479,2.66,0.0039,-0.43,0,-1,303.365,553918,18.9,423,527.98,875.94,22587,0.004,0,0.001,0.002,0.005,0.1,0.316,0.213,0.163,0.013,0.005,0.001,0.823,0,-1,NA,-1,-0.65,-1,-0.274,-0.737025316455696,0.65962441314554,0.328834355828221,2.68461538461538,-0.22,-1,11,27.9,13.9,30,18.8,34.7,24.9,41.1,27.1,41.6,27.8,39.3,27.3,36.7,25.6,31.6,25.5,32.3,22.9,33.5,20.7,32.1,15.1,27.7
"10","Ajmer","Rajasthan",2019,518,65087,132358,64,115.15,1223.37,4205.15,4205.15,9633.67,48960.95,0.8666,0.1323,0.0011,0.1071,0.0362,0.7267,0.13,0.1229,0.6186,0.2585,0.0097,2.61,2e-04,-0.93,1e-04,-0.96,0.0115,2.29,0.0041,-0.6,0.0312,-0.32,0.3106,0.9,0.3462,1.3,0.0757,0.27,0.0121,0.83,0.0036,-0.09,0.0068,2.56,405.211,342452,14.31,419.074,705.68,642.49,25693,0.012,0.006,0.006,0.003,0.009,0.067,0.187,0.175,0.071,0.017,0.004,0.002,0.559,0.163175943770548,-0.191666666666667,-0.966666666666667,-0.983333333333333,2.83333333333333,-0.544444444444445,-0.534328358208955,0.66096256684492,0.978285714285714,0.0661971830985917,-0.288235294117647,-0.1,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7125,21.7625,22.95,31.15,15.675,25.5375,NA,NA,NA,NA
"11","Ajmer","Rajasthan",2018,504,53767,110117,30,99.21,1081.29,3576.45,3576.45,8234.19,42750.89,0.869,0.1301,9e-04,0.1147,0.0381,0.7113,0.1359,0.1245,0.6102,0.2653,0,-1,0,-1,0,-1,3e-04,-0.88,0.0019,-0.79,0.052,0.19,0.1478,-0.14,0.0941,-0.39,0.1271,1.12,1e-04,-0.99,0,-1,2e-04,-0.88,402.08,408906,16.51,419.074,705.68,642.49,25693,0.012,0.006,0.006,0.003,0.009,0.067,0.187,0.175,0.071,0.017,0.004,0.002,0.559,0.140587801836526,-1,-1,-1,-0.9,-0.788888888888889,-0.223880597014925,-0.209625668449198,-0.462285714285714,0.790140845070423,-0.994117647058824,-1,-0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Akola","Maharashtra",2020,52,115575,55612,156060,172.17,1486.24,4822.87,4822.87,11131.98,66363.99,0.8082,0.1914,4e-04,0.1758,0.0172,0.5184,0.2886,0.1278,0.7844,0.0878,5e-04,-0.94,0,-1,0.0028,-0.7,0,-1,5e-04,-0.93,0.0946,-0.31,0.1943,-0.13,0.1365,-0.37,0.0791,-0.33,0.0365,-0.32,0.001,-0.95,2e-04,-0.96,473.86131,662659.06,10.72,906.9,583.02,388.43,17412,0.009,0.008,0.008,0.007,0.011,0.146,0.261,0.17,0.178,0.046,0.028,0.006,0.878,0.295307193578265,-0.944444444444444,-1,-0.65,-1,-0.954545454545454,-0.352054794520548,-0.255555555555556,-0.197058823529412,-0.55561797752809,-0.206521739130435,-0.964285714285714,-0.966666666666667,7.3,14.8333333333333,17.65,31.6833333333333,9.9,17.3166666666667,3.81666666666667,6.45,4.01666666666667,6.06666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Akola","Maharashtra",2018,51,101857,75093,145347,183.42,1570.98,5866.74,5866.74,13304.46,61481.87,0.797,0.2024,6e-04,0.0527,0.0102,0.4451,0.492,0.2367,0.6291,0.1342,0,-1,0.0078,0.47,6e-04,-0.94,0.0011,-0.75,0,-0.99,0.2181,0.53,0.2428,0.07,0.1894,-0.07,0.0536,-0.58,0,-1,0.0058,-0.65,0,-1,508.0711,794946.9,8.64,906.9,583.02,388.43,17412,0.009,0.008,0.008,0.007,0.011,0.146,0.261,0.17,0.178,0.046,0.028,0.006,0.878,0.314603272615005,-1,-0.0250000000000001,-0.925,-0.842857142857143,-1,0.493835616438356,-0.0697318007662835,0.114117647058824,-0.698876404494382,-1,-0.792857142857143,-1,14.66,30.13,16.56,32.225,18.255,31.71,17.985,29.575,14.685,21.555,14.03,18.405,13.5,16.18,13.385,16.17,12.875,17.985,16.285,26.49,14.68,25.795,8.835,16.48
"14","Akola","Maharashtra",2019,52,113565,87883,180918,204.56,1726.14,5645.26,5645.26,13016.66,71619.27,0.815,0.1846,4e-04,0.2182,0.0142,0.4957,0.2719,0.1166,0.7939,0.0895,0,-1,2e-04,-0.95,0,-1,6e-04,-0.74,0,-1,0.104,-0.24,0.2535,0.14,0.1899,-0.12,0.2726,1.31,0.0657,0.22,0.024,0.36,0.0013,-0.81,459.494,707271,10.89,906.9,583.02,388.43,17412,0.009,0.008,0.008,0.007,0.011,0.146,0.261,0.17,0.178,0.046,0.028,0.006,0.878,0.35086274913382,-1,-0.975,-1,-0.914285714285714,-1,-0.287671232876712,-0.0287356321839081,0.117058823529412,0.531460674157303,0.428260869565218,-0.142857142857143,-0.783333333333333,13.22,29.8,16.015,32,19.065,35.39,17.175,29.285,21.335,34.8,21.52,31.02,15.685,19.93,17.89,22.97,19.825,25.775,17.165,24.11,17.56,27.89,16.555,26.685
"15","Aligarh","Uttar Pradesh",2019,842,27428,32307,532,22.58,243.42,0.01,0.01,243.44,12171.26,0.8914,0.1082,4e-04,0.0294,0.0023,0.3323,0.636,0.4382,0.5016,0.0602,0.0132,0.45,0.0153,0.12,0.0136,1.35,0.012,1.11,0.0077,-0.49,0.0063,-0.88,0.0997,-0.52,0.1666,-0.29,0.0998,-0.18,8e-04,-0.96,0.0012,-0.54,0.0174,1.99,208.607,1192285.88,106.5,584.498,487.69,1564.55,31930,0.018,0.015,0.014,0.011,0.012,0.068,0.227,0.216,0.153,0.036,0.002,0.002,0.774,0.0462999036273042,-0.266666666666667,0.0200000000000001,-0.0285714285714286,0.090909090909091,-0.358333333333333,-0.907352941176471,-0.56079295154185,-0.228703703703704,-0.347712418300654,-0.977777777777778,-0.4,7.7,7.53888888888889,19.8222222222222,10.4444444444444,21.45,15.0944444444444,30.6333333333333,22.1555555555556,38.0277777777778,25.5777777777778,41.5611111111111,27.6666666666667,39.9333333333333,26.3388888888889,34.15,24.6944444444444,31.5277777777778,20.8722222222222,26.5777777777778,19.5722222222222,29.7277777777778,11.2388888888889,20.9944444444444,4.85555555555556,10.9555555555556
"16","Aligarh","Uttar Pradesh",2018,844,44268,47391,192,39.91,389.44,283.44,283.44,956.32,19472.08,0.8974,0.1023,3e-04,0.0275,0.0013,0.2575,0.7137,0.3976,0.5342,0.0682,0.0026,-0.87,0.0043,-0.66,0.004,-0.57,0.018,2.21,0.0126,-0.32,0.0242,-0.49,0.3445,0.62,0.1245,-0.52,0.1157,-0.13,0,-1,0.0025,-0.4,6e-04,-0.91,214.076,1140253,103.9,584.498,487.69,1564.55,31930,0.018,0.015,0.014,0.011,0.012,0.068,0.227,0.216,0.153,0.036,0.002,0.002,0.774,0.0818347720888269,-0.855555555555556,-0.713333333333333,-0.714285714285714,0.636363636363636,0.05,-0.644117647058824,0.517621145374449,-0.423611111111111,-0.243790849673203,-1,0.25,-0.7,6.72777777777778,19.7944444444444,11.7777777777778,27.1333333333333,16.3722222222222,34.1722222222222,21.2777777777778,37.5666666666667,25.2333333333333,39.5833333333333,27.6777777777778,39.4833333333333,24.6666666666667,34.0166666666667,25.4777777777778,32.3555555555556,24.0444444444444,32.8055555555556,18.7833333333333,33.2444444444444,13.6833333333333,28.7333333333333,8.25555555555556,23.5277777777778
"17","Aligarh","Uttar Pradesh",2020,780,14639,15766,53,11.96,160.15,124.58,124.58,409.31,8007.66,0.8867,0.1132,1e-04,0.0241,0.0021,0.2289,0.7449,0.5528,0.3854,0.0618,0.0236,1.6,0.0083,-0.39,0.1113,18.2,0.0069,0.2,0.0193,0.3,0.0161,-0.69,0.1044,-0.49,0.2275,-0.03,0.0057,-0.95,0,-1,0.0092,2.68,0,-1,205.246,677045.82,109.28,584.498,487.69,1564.55,31930,0.018,0.015,0.014,0.011,0.012,0.068,0.227,0.216,0.153,0.036,0.002,0.002,0.774,0.0245237753490947,0.311111111111111,-0.446666666666667,6.95,-0.372727272727273,0.608333333333333,-0.763235294117647,-0.540088105726872,0.0532407407407408,-0.962745098039216,-1,3.6,-1,9.4,20.2,11.2,25.1,16.8,29.3,21.5,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Allahabad","Uttar Pradesh",2018,1442,47336,54170,490,45.31,488.3,243.73,243.73,975.76,24414.89,0.9165,0.0829,6e-04,0.0711,0.007,0.532,0.3899,0.412,0.4155,0.1725,0,-1,0.0066,-0.34,0,-1,0.0154,3.29,0.0274,3.16,0.0243,-0.7,0.2441,-0.08,0.2929,0.05,0.0895,-0.51,0,-1,2e-04,-0.98,0,-1,198.054,557948,61.77,658.485,471.24,1341.37,23430,0.02,0.022,0.014,0.005,0.008,0.102,0.275,0.333,0.195,0.04,0.007,0.006,1.027,0.0961505814446991,-1,-0.7,-1,2.08,2.425,-0.761764705882353,-0.112363636363636,-0.12042042042042,-0.541025641025641,-1,-0.971428571428572,-1,6.72777777777778,19.7944444444444,11.7777777777778,27.1333333333333,16.3722222222222,34.1722222222222,21.2777777777778,37.5666666666667,25.2333333333333,39.5833333333333,27.6777777777778,39.4833333333333,24.6666666666667,34.0166666666667,25.4777777777778,32.3555555555556,24.0444444444444,32.8055555555556,18.7833333333333,33.2444444444444,13.6833333333333,28.7333333333333,8.25555555555556,23.5277777777778
"19","Allahabad","Uttar Pradesh",2019,1497,39700,46286,373,34.25,308.59,460.61,460.61,1229.81,15429.65,0.913,0.0863,7e-04,0.0697,0.0041,0.5279,0.3983,0.481,0.429,0.09,0.0105,-0.34,0.007,-0.52,0.0022,-0.68,0.0017,-0.68,9e-04,-0.92,0.0172,-0.81,0.3068,0.16,0.2795,0.08,0.3858,1.07,0.068,1.18,0,-1,0.0192,2.44,204.699,594889,106.31,658.485,471.24,1341.37,23430,0.02,0.022,0.014,0.005,0.008,0.102,0.275,0.333,0.195,0.04,0.007,0.006,1.027,0.0726805873864697,-0.475,-0.681818181818182,-0.842857142857143,-0.66,-0.8875,-0.831372549019608,0.115636363636364,-0.160660660660661,0.978461538461539,0.7,-1,2.2,7.53888888888889,19.8222222222222,10.4444444444444,21.45,15.0944444444444,30.6333333333333,22.1555555555556,38.0277777777778,25.5777777777778,41.5611111111111,27.6666666666667,39.9333333333333,26.3388888888889,34.15,24.6944444444444,31.5277777777778,20.8722222222222,26.5777777777778,19.5722222222222,29.7277777777778,11.2388888888889,20.9944444444444,4.85555555555556,10.9555555555556
"20","Allahabad","Uttar Pradesh",2020,1456,33699,35202,453,29.07,436.92,739.75,739.75,1916.42,21845.86,0.9044,0.095,6e-04,0.0669,0.0058,0.5334,0.3939,0.4908,0.4182,0.091,0.0165,0.03,0.0054,-0.63,0.0348,3.97,0.0219,3.22,0.0356,2.36,0.147,0.61,0.2285,-0.13,0.223,-0.13,0.1352,-0.27,0,-1,0.0025,-0.65,0.0054,-0.03,205.09,552002,26.09,658.485,471.24,1341.37,23430,0.02,0.022,0.014,0.005,0.008,0.102,0.275,0.333,0.195,0.04,0.007,0.006,1.027,0.0616883116883117,-0.175,-0.754545454545454,1.48571428571429,3.38,3.45,0.441176470588235,-0.169090909090909,-0.33033033033033,-0.306666666666667,-1,-0.642857142857143,-0.1,9.4,20.2,11.2,25.1,16.8,29.3,21.5,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Almora","Uttarakhand",2018,16,13392,6352,8521,1.69,6.41,0,0,6.41,617.71,0.8761,0.1238,1e-04,0.1407,0.0075,0.0097,0.8421,0.2562,0.7173,0.0265,0.0167,-0.64,0.0168,-0.64,0.0057,-0.88,0.078,2.06,0.0507,0.09,0.0764,-0.42,0.138,-0.54,0.2494,-0.1,0.0871,-0.42,8e-04,-0.99,0.0124,0.52,3e-04,-0.99,63.879,69153,20.16,245.43,95.13,98.8,10968,0.059,0.061,0.043,0.031,0.054,0.151,0.332,0.312,0.172,0.062,0.004,0.024,1.305,0.0177651634605277,-0.716949152542373,-0.724590163934426,-0.867441860465116,1.51612903225806,-0.0611111111111111,-0.494039735099338,-0.58433734939759,-0.200641025641026,-0.493604651162791,-0.987096774193548,2.1,-0.9875,4.8,18,7.2,25.1,10.7,31.4,16.3,34.2,20.9,36.2,25.4,35.8,25.6,32.8,25.3,31.4,23.6,32.3,14.8,30.5,10.5,27,4.6,22.7
"22","Almora","Uttarakhand",2020,16,9801,3701,7449,1.06,9.95,8.26,8.26,26.47,497.68,0.8915,0.1084,1e-04,0.1638,0.0043,0.0105,0.8214,0.1637,0.825,0.0113,0.109,1.84,0.0456,-0.11,0.1103,1.48,0.0158,-0.48,0.0574,0.12,0.126,-0.17,0.2177,-0.2,0.2395,-0.09,0.0134,-0.91,0,-1,0,-1,0.0028,-0.86,58.722,73643,20.73,245.43,95.13,98.8,10968,0.059,0.061,0.043,0.031,0.054,0.151,0.332,0.312,0.172,0.062,0.004,0.024,1.305,0.0111426469042363,0.847457627118644,-0.252459016393443,1.56511627906977,-0.490322580645161,0.062962962962963,-0.165562913907285,-0.344277108433735,-0.232371794871795,-0.922093023255814,-1,-1,-0.883333333333333,NA,NA,NA,NA,12.6,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Alwar","Rajasthan",2018,534,89316,153892,12,106.2,1072.94,392.17,392.17,1857.28,40276.06,0.9134,0.0857,9e-04,0.0499,0.0832,0.6573,0.2096,0.2705,0.6379,0.0916,7e-04,-0.93,0,-1,0.0023,-0.59,0.0231,3.19,0.0121,-0.24,0.1079,1.44,0.162,-0.18,0.139,-0.35,0.1093,0.08,0.0059,-0.71,0.0016,-0.61,6e-04,-0.87,367.322,736744,15.77,401.605,879.28,1975.61,27909,0.012,0.007,0.007,0.004,0.01,0.056,0.238,0.248,0.112,0.022,0.004,0.005,0.725,0.120780638704395,-0.941666666666667,-1,-0.671428571428571,4.775,0.21,0.926785714285714,-0.319327731092437,-0.439516129032258,-0.0241071428571429,-0.731818181818182,-0.6,-0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Alwar","Rajasthan",2019,527,108712,202086,4091,137.45,1229.53,926.36,926.36,3082.25,43956.37,0.9167,0.0825,8e-04,0.0491,0.0833,0.6528,0.2148,0.2556,0.656,0.0884,0.0157,1.02,0.0018,-0.84,0.0047,-0.17,0.0262,3.16,0.0091,-0.56,0.0347,-0.43,0.1529,-0.21,0.1375,-0.32,0.0513,-0.48,0.0198,0.44,0.0036,-0.14,0.0046,-0.11,380.173,816805,14.94,401.605,879.28,1975.61,27909,0.012,0.007,0.007,0.004,0.01,0.056,0.238,0.248,0.112,0.022,0.004,0.005,0.725,0.15632108088436,0.308333333333333,-0.742857142857143,-0.328571428571429,5.55,-0.09,-0.380357142857143,-0.357563025210084,-0.445564516129032,-0.541964285714286,-0.0999999999999999,-0.1,-0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7125,21.7625,22.95,31.15,15.675,25.5375,NA,NA,NA,NA
"25","Ambala","Haryana",2019,486,22532,23369,4136,34.96,481.74,227.17,196.06,904.97,25616.74,0.9294,0.0701,5e-04,0.0137,3e-04,0.1395,0.8465,0.168,0.7004,0.1316,0.0206,-0.26,0.056,0.43,0.0168,-0.39,0.0442,2.81,0.0119,-0.61,0.0226,-0.79,0.2676,-0.12,0.2611,-0.06,0.0769,-0.53,0,-1,0.0238,2.97,0.0169,-0.26,95.552,378385,29.92,131.177,178,747.1,12463,0.042,0.052,0.028,0.012,0.015,0.072,0.272,0.25,0.168,0.027,0.006,0.015,0.959,0.196404494382022,-0.50952380952381,0.076923076923077,-0.4,2.68333333333333,-0.206666666666667,-0.686111111111111,-0.0161764705882353,0.0444,-0.542261904761905,-1,2.96666666666667,0.126666666666667,7.225,21.05,10.2,21.775,13.3,26.075,15.175,25.725,16.6,26.575,19.05,28.475,6.15,7.55,12.65,17.05,18.175,25.4,13.95,23.6,11.1,20.8,6.075,14.625
"26","Ambala","Haryana",2020,486,12262,13744,1094,17.45,289.83,240.76,232.96,763.55,14491.03,0.9258,0.0739,3e-04,0.0107,2e-04,0.1442,0.8449,0.1634,0.6603,0.1763,0.0565,1.04,0.0021,-0.95,0.0877,2.17,0.0351,2.02,0.0696,1.31,0.0692,-0.35,0.1613,-0.47,0.2983,0.08,0.0183,-0.89,0,-1,0.0117,0.96,0.0123,-0.46,131.177,480194,13.15,131.177,178,747.1,12463,0.042,0.052,0.028,0.012,0.015,0.072,0.272,0.25,0.168,0.027,0.006,0.015,0.959,0.0980337078651685,0.345238095238095,-0.959615384615385,2.13214285714286,1.925,3.64,-0.0388888888888888,-0.406985294117647,0.1932,-0.891071428571429,-1,0.95,-0.18,7.43333333333333,19.2333333333333,10.2,23.6666666666667,9.33333333333333,18.3,18.3333333333333,32.2,22.0333333333333,35.5,7.8,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
